MB946308,"MIDWAY POINT                                      ","14831 MIDWAY RD STE 101                    ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      2551.90",     
MB210547,"MR. SUSHI                                         ","4860 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1312.87",     
MB214175,"NATE'S SEAFOOD & STEAK HOUSE                      ","14951 MIDWAY RD                            ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      5607.10",     
MB869633,"NEIGHBORHOOD SERVICES                             ","5100 BELT LINE RD STE 795                  ","ADDISON             ","TX","75240 "," 057"," 2017/07 ","      7424.34",     
MB963865,"NYLA SUSHI                                        ","4995 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","         0.00",     
MB236634,"OLIVE GARDEN OF TEXAS #1385                       ","4240 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1393.27",     
MB238581,"OUTBACK STEAKHOUSE                                ","15180 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1508.37",     
MB130261,"OYSTER'S                                          ","4580 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1613.09",     
MB895270,"RADISSON HOTEL DALLAS NORTH - ADDISON             ","4960 ARAPAHO RD                            ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","       270.68",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB780638,"RESTAURANT JASMINE                                ","4002 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","        67.07",     
MB975132,"RIO BRAVO MEXICAN RESTAURANT & BAR                ","14905 MIDWAY RD STE 101                    ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","       480.72",     
MB918212,"RIO MAMBO TEX MEX Y MAS                           ","4021 BELT LINE RD STE 109                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1524.52",     
MB853874,"SANABELS MEDITERRANEAN GRILL                      ","15107 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","       923.26",     
MB521436,"SHERLOCK'S BAKER ST PUBLIC HOUSE & GRILL          ","5100 BELT LINE RD STE 776                  ","ADDISON             ","TX","75240 "," 057"," 2017/07 ","     16704.04",     
MB903318,"SNUFFER'S RESTAURANT & BAR - ADDISON              ","4180 BELT LINE RD STE 100                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1996.47",     
MB922402,"STONE TRIAL                                       ","14833 MIDWAY RD STE 105                    ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      5588.00",     
MB870363,"TACO BORRACHO                                     ","5004 ADDISON CIR                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      1278.90",     
MB902521,"TAQUERIA LA VENTANA - ADDISION                    ","4180 BELT LINE RD STE 200                  ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      2654.00",     
MB958891,"TB BEVCO LLC                                      ","15207 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","         0.00",     
MB578481,"TEXAS DE BRAZIL                                   ","15101 ADDISON RD                           ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      2687.64",     
MB838489,"THE ADDISON ICE HOUSE                             ","3875 PONTE AVE                             ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      3808.95",     
MB747724,"THE ADDISON POINT BAR & GRILL                     ","4578 BELT LINE RD                          ","ADDISON             ","TX","75001 "," 057"," 2017/07 ","      5148.21",     
