Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
32053074533,SAKE TO ME LLC,840 E MULBERRY ST,ANGLETON,TX,77515,20,1,SAKE TO ME,100 HIGHWAY 332 W STE 1386,LAKE JACKSON,TX,77566,20,Y,RM880045,08/04/2014,,10/31/2017,$2836,$876,$1915,$0,$5627
12040252665,"OLDE ENGLAND'S LION & ROSE AT CASTLE HILLS, LTD.",16109 UNIVERSITY OAK,SAN ANTONIO,TX,78249,15,1,LION & ROSE,842 NW LOOP 410 STE 500,SAN ANTONIO,TX,78216,15,Y,MB624363,04/06/2006,,10/31/2017,$17373,$3363,$28194,$0,$48930
32042802200,RESTAURANT GWENDOLYN LLC,152 E PECAN ST STE 100,SAN ANTONIO,TX,78205,15,2,KIMURA,152 E PECAN ST STE 102,SAN ANTONIO,TX,78205,15,Y,MB844803,06/27/2013,,10/31/2017,$4193,$1335,$6051,$0,$11579
32058751606,"CANE ROSSO HOUSTON PRIVATE CLUB, INC.",1733 E LEVEE ST,DALLAS,TX,75207,57,1,CANE ROSSO,1835 N SHEPHERD DR,HOUSTON,TX,77008,101,Y,N 940939,04/13/2016,,10/31/2017,$5772,$8587,$6396,$0,$20755
17529352852,"CIRCLE R PRIVATE CLUB, INC.",5901 CROSS TIMBERS RD,FLOWER MOUND,TX,75022,61,1,CIRCLE R PRIVATE CLUB INC,5901 CROSS TIMBERS RD,FLOWER MOUND,TX,75022,61,Y,N 104535,03/01/2002,,10/31/2017,$8324,$2587,$2771,$0,$13682
32051783093,"GLORIA'S RESTAURANT FLOWER MOUND, LLC",6338 LAKEHURST AVE,DALLAS,TX,75230,57,1,GLORIA'S,3721 JUSTIN RD STE 110,FLOWER MOUND,TX,75028,61,Y,MB925608,11/03/2015,,10/31/2017,$50363,$11333,$5892,$0,$67588
17460008133,UNIVERSITY OF TEXAS AT EL PASO,500 W UNIVERSITY AVE STE 301 RICHARD ADA,EL PASO,TX,79968,71,3,UNIVERSITY OF TEXAS AT EL PASO,500 W UNIVERSITY AVE,EL PASO,TX,79968,71,N,MB211228,07/01/2010,,10/31/2017,$0,$0,$0,$0,$0
11138214603,"MI FAMILIA GRANBURY, LP",PO BOX 1768,STEPHENVILLE,TX,76401,72,1,MI FAMILIA GRANBURY LP,1468 E HIGHWAY 377,GRANBURY,TX,76048,111,Y,RM684557,02/20/2008,,10/31/2017,$11662,$322,$6144,$0,$18128
32037353284,PHO THAISON 3 LLC,3601 W WILLIAM CANNON DR STE 250,AUSTIN,TX,78749,227,1,PHO THAISON,5401 FM 1626 STE 370,KYLE,TX,78640,105,Y,RM749298,06/01/2010,,10/31/2017,$156,$606,$1631,$0,$2393
32055049350,ELSHERIF HOLDING LLC,15103 MASON RD STE B3,CYPRESS,TX,77433,101,1,TUTTO BENE,15103 MASON RD STE B3,CYPRESS,TX,77433,101,Y,MB960737,10/12/2016,,10/31/2017,$4127,$7590,$824,$0,$12541
32041852552,"BIZZI'S, INC.",1712 ASHBURY CT,BEDFORD,TX,76021,220,1,"BIZZI'S, INC.",313 HARWOOD RD,BEDFORD,TX,76021,220,Y,RM769363,03/04/2011,,10/31/2017,$2121,$6009,$763,$0,$8893
32043640120,"LUCILLE B. SMITH'S FINE FOODS, LLC",10777 WESTHEIMER RD STE 1100 C/O J OTIS,HOUSTON,TX,77042,101,1,LUCILLE'S,5512 LA BRANCH ST,HOUSTON,TX,77004,101,Y,MB810737,06/15/2012,,10/31/2017,$7774,$6220,$642,$0,$14636
32062741478,TOXIC BAR LLC,2615 RASPBERRY LN,PASADENA,TX,77502,101,1,TOXIC CITY BAR,4950 SPENCER HWY STE C,PASADENA,TX,77505,101,Y,MB982603,05/17/2017,,10/31/2017,$0,$0,$0,$0,$0
17529179842,"#1 WINGPARTNERS, L.L.C.",PO BOX 190569,DALLAS,TX,75219,57,2,WINGSTOP,8436 DENTON HWY STE 203,WATAUGA,TX,76148,220,Y,MB788946,10/31/2011,,10/31/2017,$0,$0,$274,$0,$274
32058346191,SHACK ENTERPRISES INC ARLINGTON,3330 EARHART DR STE 213,CARROLLTON,TX,75006,57,1,THE SHELL SHACK ARLINGTON,770 ROAD TO SIX FLAGS ST E STE 100,ARLINGTON,TX,76011,220,Y,MB930160,12/18/2015,,10/31/2017,$24556,$799,$8808,$0,$34163
32061349158,CAFE POETES PRIVATE CLUB,122 W GRAY ST,HOUSTON,TX,77019,101,1,CAFE POETES,122 W GRAY ST,HOUSTON,TX,77019,101,Y,NB968608,01/10/2017,,10/31/2017,$0,$0,$0,$0,$0
32047816452,"BLACK OLIVE DOG, LLC",2755 S HULEN ST,FORT WORTH,TX,76109,220,1,THE TAVERN BAR & GRILL,2755 S HULEN ST,FORT WORTH,TX,76109,220,Y,MB844099,06/21/2013,,10/31/2017,$19168,$27102,$10285,$0,$56555
17426761783,"ELMER GOES UPTOWN, INC.",1700 LAVACA ST % ACCOUNTING OFFICE,AUSTIN,TX,78701,227,1,EL MERCADO RESTAURANT UPTOWN,1702 LAVACA ST,AUSTIN,TX,78701,227,Y,MB243090,12/01/1993,,10/31/2017,$28363,$1108,$6513,$0,$35984
32050521080,"LIBERTY BURGER LAKEWOOD, LLC",5181 KELLER SPRINGS RD STE 201,DALLAS,TX,75248,57,1,LIBERTY BURGER,1904 ABRAMS PKWY,DALLAS,TX,75214,57,Y,MB852742,09/26/2013,,10/31/2017,$2386,$2069,$5737,$0,$10192
32063163458,"BELUGA SOCIAL CLUB, INC.",661 LOUIS HENNA BLVD STE 300,ROUND ROCK,TX,78664,246,1,"BELUGA SOCIAL CLUB, INC.",661 LOUIS HENNA BLVD STE 300,ROUND ROCK,TX,78664,246,Y,N 985642,06/15/2017,,10/31/2017,$3673,$4443,$2350,$0,$10466
32029851501,THE RANCH LLC,2204 POINT BLUFF DR,AUSTIN,TX,78746,227,1,THE RANCH,710A W 6TH ST,AUSTIN,TX,78701,227,Y,MB678483,12/07/2007,,10/31/2017,$211707,$687,$47076,$0,$259470
32053272244,"OLDE ENGLAND'S LION & ROSE RIM, LLC",16109 UNIVERSITY OAK,SAN ANTONIO,TX,78249,15,1,LION & ROSE,17627 LA CANTERA PKWY STE 103,SAN ANTONIO,TX,78257,15,Y,MB911590,06/18/2015,,10/31/2017,$20477,$2903,$26446,$0,$49826
32058717151,TONY G'S SOUL FOOD LLC,217 CACTUS ST,SAN ANTONIO,TX,78203,15,2,TONY G'S SOUL FOOD,119 HEIMAN,SAN ANTONIO,TX,78205,15,Y,MB935251,02/17/2016,,10/31/2017,$276,$66,$42,$0,$384
32052441592,"THE CARRIAGE HOUSE WEDDING AND EVENTS, LLC",3915 W DAVIS ST STE 130,CONROE,TX,77304,170,1,"THE CARRIAGE HOUSE WEDDING AND EVENTS, LLC",3845 SAPP RD,CONROE,TX,77304,170,N,MB872152,05/14/2014,,10/31/2017,$9800,$5153,$6725,$0,$21678
32040585336,"THE FALLS JOINT VENTURE-R, LLC",1750 N FALLS DR,NEW ULM,TX,78950,45,1,THE FALLS GOLF CLUB,1750 N FALLS DR,NEW ULM,TX,78950,45,N,MB248143,08/04/2010,,10/31/2017,$0,$0,$0,$0,$0
32062287613,"BACK PORCH GRILL & BAR, LLC",2605 SEMINOLE RD,LAMESA,TX,79331,58,1,"BACK PORCH GRILL & BAR, LLC",303 N DALLAS AVE,LAMESA,TX,79331,58,Y,RM975259,03/09/2017,10/02/2017,10/31/2017,$0,$0,$0,$0,$0
32063738747,CABEZON LLC,3428 WINDMILL DR,SAN ANGELO,TX,76904,226,1,KANDI LAND PARTY ROOM,73 E AVENUE K,SAN ANGELO,TX,76903,226,Y,MB988514,07/17/2017,,10/31/2017,$152,$18,$517,$0,$687
32051360397,"SAYR HOSPITALITY, LLC",2323 N HENDERSON AVE STE 109,DALLAS,TX,75206,57,1,GEMMA,2323 N HENDERSON AVE STE 109,DALLAS,TX,75206,57,Y,MB856044,10/30/2013,,10/31/2017,$27458,$60783,$1591,$0,$89832
12027359210,"FOUR LEAF VENTURES, LLC",7750 N MACARTHUR BLVD STE 120-220,IRVING,TX,75063,57,4,LING & LOUIE'S ASIAN BAR AND GRILL,2040 N INTERNATIONAL PKWY,GRAPEVINE,TX,75261,220,Y,MB714480,02/21/2013,,10/31/2017,$26203,$18549,$30949,$0,$75701
32015308805,"PALENQUE BAR & GRILL, L.L.C.",6999 MCPHERSON RD STE 328,LAREDO,TX,78041,240,1,PALENQUE GRILL,7220 BOB BULLOCK LOOP # 2,LAREDO,TX,78041,240,Y,MB602240,07/25/2005,,10/31/2017,$36382,$3454,$20606,$0,$60442
12645173100,"LECNP, INC.",1165 S STEMMONS FWY STE 130,LEWISVILLE,TX,75067,61,1,ELECTRIC COWBOY,1165 S STEMMONS FWY STE 130,LEWISVILLE,TX,75067,61,Y,N 722928,06/01/2009,,10/31/2017,$56528,$371,$34101,$0,$91000
32042173537,MTA ENTERTAINMENT INC.,18208 TRAVIS DR,JONESTOWN,TX,78645,227,1,STARLAND LIVE,10401 ANDERSON MILL RD STE 121,AUSTIN,TX,78750,227,Y,MB758455,09/29/2010,,10/31/2017,$17666,$313,$14888,$0,$32867
32058967426,"THE HALL BAR & GRILL BEVERAGE COMPANY, LLC",425 BEDFORD ST,DALLAS,TX,75212,57,1,"THE HALL BAR & GRILL BEVERAGE COMPANY, LLC",3011 GULDEN LN STE 109,DALLAS,TX,75212,57,Y,RM934741,02/10/2016,,10/31/2017,$18575,$15799,$3950,$0,$38324
32056625018,"PADRE ISLAND DISTILLERY, INC.",2216 PADRE BLVD # 37,S PADRE ISLE,TX,78597,31,1,PADRE ISLAND DISTILLERY,3311 PADRE BLVD STE F,S PADRE ISLE,TX,78597,31,Y,D 938842,03/24/2016,,10/31/2017,$0,$0,$0,$0,$0
12633810960,WEST END PIZZERIA INC,232 W MAIN ST,FREDERICKSBRG,TX,78624,86,1,WEST END PIZZA COMPANY,232 W MAIN ST,FREDERICKSBURG,TX,78624,86,Y,MB711782,01/06/2009,,10/31/2017,$6386,$6016,$13302,$0,$25704
17508360454,CHEROKEE CLUB,NP2 LAKE CHEROKEE,LONGVIEW,TX,75603,201,1,CHEROKEE CLUB,NP2 LAKE CHEROKEE,LONGVIEW,TX,75603,92,N,N 037408,12/01/1993,,10/31/2017,$2051,$3603,$682,$0,$6336
32053228808,"MONEY IN A GLASS, LLC",2801 RICHMOND RD STE 126,TEXARKANA,TX,75503,19,1,HOPKINS ICEHOUSE,4030 GIBSON LN,TEXARKANA,TX,75503,19,Y,RM921524,09/24/2015,,10/31/2017,$12334,$2479,$19143,$0,$33956
32061685668,"2323 LOUNGE, LLC",1999 BRYAN ST STE 900,DALLAS,TX,75201,57,1,2323 LOUNGE,2311 MID LN STE 822,HOUSTON,TX,77027,101,Y,MB979543,04/24/2017,,10/31/2017,$2207,$853,$686,$115,$3861
32037771089,"SHANGRI-LA ATX, L.L.C.",1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,SHANGRI-LA,1016 E 6TH ST,AUSTIN,TX,78702,227,Y,MB707813,11/10/2008,,10/31/2017,$43009,$307,$26643,$0,$69959
17460664851,"CLEVELAND MEMORIAL POST NO. 1839, VETERANS OF FORE",18 COUNTY ROAD 396,CLEVELAND,TX,77328,146,1,VFW POST 1839,18 COUNTY ROAD 396,CLEVELAND,TX,77328,146,Y,NE788562,10/26/2011,,10/31/2017,$3721,$245,$4845,$0,$8811
17522559339,GEORGE OCHOA & JAVIER OCHOA,PO BOX 88,MALAKOFF,TX,75148,107,1,OCHOA'S MEXICAN RESTAURANT,515 W ROYALL BLVD,MALAKOFF,TX,75148,107,Y,RM724045,06/13/2009,,10/31/2017,$13745,$184,$5672,$0,$19601
17410199438,"CORPUS CHRISTI AERIE NO. 2249, FRATERNAL ORDER OF",2429 JOHANNA ST,CORPUS CHRISTI,TX,78415,178,2,EAGLES LODGE,2429 JOHANNA ST,CORPUS CHRISTI,TX,78415,178,Y,NE068308,12/01/1993,,10/31/2017,$234,$8,$1633,$0,$1875
17417788217,"POLK COUNTY MEMORIAL POST NO. 8568, VETERANS OF FO",PO BOX 508,LIVINGSTON,TX,77351,187,2,"POLK COUNTY MEMORIAL POST NO. 8568, VETERABS OF F",3916 U S HIGHWAY 59 N,LIVINGSTON,TX,77351,187,N,NE066832,12/01/1993,,10/31/2017,$0,$0,$0,$0,$0
32038939826,LIBERTY ATX LLC,1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,THE LIBERTY,1618 1/2 E 6TH ST,AUSTIN,TX,78702,227,Y,MB725507,06/29/2009,,10/31/2017,$37519,$553,$33731,$0,$71803
32052614453,"EAST HAMPTON FTW, LLC",5944 LUTHER LN STE 950,DALLAS,TX,75225,57,1,EAST HAMPTON SANDWICH COMPANY,1605 S UNIVERSITY DR STE 200,FORT WORTH,TX,76107,220,Y,MB884345,09/17/2014,,10/31/2017,$0,$994,$502,$0,$1496
17429983541,"HOOMS, INC.",PO BOX 639,AUSTIN,TX,78767,227,2,FRIENDS,208 E 6TH ST,AUSTIN,TX,78701,227,Y,MB517820,07/03/2002,,10/31/2017,$50458,$960,$41643,$0,$93061
17528508132,"G. RUBIO ENTERPRISES, INC.",2079 SUMMER LEE DR,ROCKWALL,TX,75032,199,2,GLORIA'S,8600 GAYLORD PKWY STE 5,FRISCO,TX,75034,43,Y,RM551572,01/29/2004,,10/31/2017,$102660,$14298,$12003,$0,$128961
32063063419,"THE BEACHCOMBER BAR AND GRILL, LLC",5812 WINDHAVEN PKWY,THE COLONY,TX,75056,61,1,"THE BEACHCOMBER BAR AND GRILL, LLC",5812 WINDHAVEN PKWY,THE COLONY,TX,75056,61,Y,MB990035,08/02/2017,,10/31/2017,$14026,$0,$16683,$0,$30709
32021817880,"MY DAUGHTER'S WEDDING, LLC",9506 N SAM HOUSTON PKWY E STE 250,HUMBLE,TX,77396,101,4,THE LUXE EVENT BOUTIQUE,9506 N SAM HOUSTON PKWY E # 250,HUMBLE,TX,77396,101,Y,MB920026,09/10/2015,,10/31/2017,$1499,$765,$912,$0,$3176
12083845805,"J.M. LOZANO ENTERPRISES, LLC",727 ARROYO DR,KINGSVILLE,TX,78363,137,4,WINGSTOP,1544 WILDCAT DR,PORTLAND,TX,78374,205,Y,RM973112,02/16/2017,,10/31/2017,$0,$0,$484,$0,$484
32040166707,"OP CAMPUS MANAGEMENT, INC.",3819 MAPLE AVE,DALLAS,TX,75219,57,1,THE PECAN ROOM AND TAVERN AT OLD PARKLAND,3949 MAPLE AVE,DALLAS,TX,75219,57,Y,MB741705,02/05/2010,,10/31/2017,$0,$8637,$2563,$0,$11200
32050918484,"TAYSON HOSPITALITY, LLC",4447 MCKINNEY AVE,DALLAS,TX,75205,57,1,KNOX STREET PUB AND GRILL,4447 MCKINNEY AVE,DALLAS,TX,75205,57,Y,MB847191,07/29/2013,,10/31/2017,$64833,$1491,$39301,$319,$105944
32050775538,"WHITNEY RESTAURANT ONE, LLC",3403 S LAMAR BLVD,AUSTIN,TX,78704,227,1,AROMA,3403 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB863049,02/04/2014,,10/31/2017,$5137,$12084,$1874,$0,$19095
32062998565,"CHILL HOSPITALITY, LLC",180 CENTURY COURT STE 120,COLLEGE STATION,TX,77840,101,1,PORTERS,180 CENTURY CT STE 120,COLLEGE STATION,TX,77840,21,Y,MB989399,07/25/2017,,10/31/2017,$0,$0,$0,$0,$0
32062328359,DRUNKEN DONKEY PRIVATE CLUB,301 W ROUND GROVE RD STE 109,LEWISVILLE,TX,75067,61,1,DRUNKEN DONKEY PRIVATE CLUB,301 W ROUND GROVE RD STE 109,LEWISVILLE,TX,75067,61,Y,N 978464,04/10/2017,,10/31/2017,$59906,$1539,$80870,$0,$142315
32020866185,"GRIDER VENTURES, LLC",817 WALTER HILL DR,GRAND PRAIRIE,TX,75050,57,1,G WILLICKERS PUB,310 109TH ST,ARLINGTON,TX,76011,220,Y,MB647872,12/27/2006,,10/31/2017,$25466,$317,$9027,$0,$34810
15826693754,"DAN & BOB, INC.",1144 N PLANO RD STE 123,RICHARDSON,TX,75081,57,1,DAN & BOB INC & SPORTS CAFE,1144 N PLANO RD STE 123,RICHARDSON,TX,75081,57,Y,N 540560,07/28/2004,,10/31/2017,$47509,$535,$27575,$0,$75619
32040265277,"DSB&G, INC.",3330 EARHART DR STE 213,CARROLLTON,TX,75006,57,1,THE BACK NINE,4060 BELT LINE RD,ADDISON,TX,75001,57,Y,MB738621,12/16/2009,,10/31/2017,$68976,$1144,$40702,$0,$110822
17524662685,"LOS SAPITOS, INC.",325 E JEFFERSON BLVD,DALLAS,TX,75203,57,3,LOS SAPITOS,2260 W ILLINOIS AVE # 3,DALLAS,TX,75224,57,Y,N 226918,08/01/2017,,10/31/2017,$8447,$0,$21421,$0,$29868
32036523267,BWY 8 HOTEL PARTNERSHIP LIMITED,222 PENNBRIGHT DR STE 108 ATTN:SYD BASSE,HOUSTON,TX,77090,101,1,HILTON GARDEN INN HOUSTON NORTHWEST,14919 NORTHWEST FWY,HOUSTON,TX,77040,101,N,MB822888,10/24/2012,,10/31/2017,$8021,$3660,$6054,$752,$18487
32054994820,"NAC SHACK, LLC",PO BOX 632418,NACOGDOCHES,TX,75963,174,1,THE SHACK,4601 NORTH ST,NACOGDOCHES,TX,75965,174,Y,MB905395,04/23/2015,,10/31/2017,$13346,$296,$12381,$0,$26023
17526004274,"LAS RANITAS, INC.",325 E JEFFERSON BLVD,DALLAS,TX,75203,57,4,LAS RANITAS,2100 E ABRAM ST # 110,ARLINGTON,TX,76010,220,Y,MB506886,12/14/2001,,10/31/2017,$1747,$0,$4094,$0,$5841
10617411391,"LAMBERT'S DOWNTOWN BARBEQUE, LTD.",401 W 2ND ST,AUSTIN,TX,78701,227,1,LAMBERT'S DOWNTOWN BARBECUE,401 W 2ND ST,AUSTIN,TX,78701,227,Y,MB644700,11/13/2006,,10/31/2017,$79166,$53488,$37291,$0,$169945
17603422878,TEPPAY CORPORATION,6516 WESTHEIMER RD STE A2,HOUSTON,TX,77057,101,1,TEPPAY CORPORATION,6516-A-2 WESTHEIMER AVE,HOUSTON,TX,77057,101,Y,MB224713,12/01/1993,,10/31/2017,$1500,$2000,$2500,$0,$6000
17410811669,THE PECOS VALLEY COUNTRY CLUB,PO BOX 1129,PECOS,TX,79772,195,1,PECOS VALLEY COUNTRY CLUB,80 STARLEY ST,PECOS,TX,79772,195,Y,N 441918,11/24/1998,,10/31/2017,$1039,$214,$687,$0,$1940
12644083201,"FIRST-STEP ENTERTAINMENT, LLC",2335 NW MILITARY HWY,SAN ANTONIO,TX,78231,15,1,THIRSTY HORSE SALOON,2335 NW MILITARY HWY,SAN ANTONIO,TX,78231,15,Y,MB722632,05/26/2009,,10/31/2017,$87319,$266,$73969,$0,$161554
17523887739,"CARMONA'S, INC.",PO BOX 490,TERRELL,TX,75160,129,3,CARMONA'S TEX-MEX & CANTINA,311 TANGER DR,TERRELL,TX,75160,129,Y,RM721556,05/11/2009,,10/31/2017,$6779,$392,$3069,$0,$10240
30006050410,"RUSK CO. MEMORIAL POST NO. 8535, VETERANS OF FOREI",PO BOX 1922,HENDERSON,TX,75653,201,1,RUSK CO MEMORIAL POST NO 8535,1515 WHIPPOORWILL AVE,HENDERSON,TX,75652,201,Y,NE226161,12/01/1993,,10/31/2017,$4290,$35,$3981,$0,$8306
32061558857,DALROCK CROSSING BISTRO & CAFE LLC,1816 LAKE TAWAKONI DR,ALLEN,TX,75002,43,1,MAIN STREET BISTRO AND BAKERY,6310 DALROCK RD STE 100,ROWLETT,TX,75088,199,Y,RM990875,08/09/2017,,10/31/2017,$2989,$2255,$1303,$0,$6547
17528074093,"INO JAPANESE RESTAURANT, INC.",1920 N COIT RD STE 250,RICHARDSON,TX,75080,57,1,INO JAPANESE RESTAURANT,1920 N COIT RD STE 250,RICHARDSON,TX,75080,57,Y,RM632131,06/28/2006,,10/31/2017,$489,$1223,$898,$0,$2610
17529151619,"TEI TEI, INC.",2906 N HENDERSON AVE,DALLAS,TX,75206,57,2,TEI TEI ROBATA BAR,2906 N HENDERSON AVE,DALLAS,TX,75206,57,Y,MB699768,07/31/2008,,10/31/2017,$13292,$27730,$6233,$0,$47255
17603897962,"KUSUM, INC.",1212 NASA PKWY,HOUSTON,TX,77058,101,2,CUISINE OF INDIA,1212 NASA PKWY,NASSAU BAY,TX,77058,101,Y,MB722581,05/22/2009,,10/31/2017,$2343,$1901,$1620,$0,$5864
32051686528,"SUSHI BAYASHI BEVERAGE COMPANY, LLC",425 BEDFORD ST,DALLAS,TX,75212,57,1,"SUSHI BAYASHI BEVERAGE COMPANY, LLC",3011 GULDEN LN STE 106,DALLAS,TX,75212,57,Y,RM876851,07/01/2014,,10/31/2017,$2156,$15240,$4538,$0,$21934
32052395467,MULLIGAN FOODS 3 LLC,PO BOX 243,ALLEN,TX,75013,43,1,FUZZY'S TACO SHOP,241 E FM 1382 STE 317,CEDAR HILL,TX,75104,57,Y,RM869629,04/16/2014,,10/31/2017,$10575,$44,$4457,$0,$15076
17504698832,"ODESSA COUNTRY CLUB, INC.",1 FAIRWAY DR,ODESSA,TX,79765,165,1,ODESSA COUNTRY CLUB,7184 CLUB DR,ODESSA,TX,79765,68,N,MB126000,12/01/1993,,10/31/2017,$41143,$14449,$19201,$0,$74793
17560510467,"THE AMERICAN LEGION, WYNNEWOOD POST NO. 511, INCOR",3607 S R L THORNTON FWY,DALLAS,TX,75224,57,1,AMERICAN LEGION WYNNEWOOD POST #511,3607 S R L THORNTON FWY,DALLAS,TX,75224,57,Y,NE927602,11/20/2015,,10/31/2017,$2122,$1061,$1061,$0,$4244
32039953115,"DOUBLE LUCKY, LLC",1109 S LAMAR BLVD,AUSTIN,TX,78704,227,1,GIBSON BAR,1109 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB738628,12/16/2009,,10/31/2017,$71859,$10109,$52294,$0,$134262
32049659504,"SOUK BEVERAGE COMPANY, LLC",425 BEDFORD ST,DALLAS,TX,75212,57,2,SOUK,3011 GULDEN LN STE 114,DALLAS,TX,75212,57,Y,RM848473,08/09/2013,,10/31/2017,$15697,$8749,$2768,$0,$27214
17606860975,"CORRIB, INC.",1600 W MAIN ST,LEAGUE CITY,TX,77573,84,1,MOLLY'S PUB,1600 W MAIN ST,LEAGUE CITY,TX,77573,84,Y,MB501812,10/03/2001,,10/31/2017,$17924,$118,$16086,$0,$34128
32018322779,CAROLYN LEE EHRIG,519 E DAVIS ST,LULING,TX,78648,28,1,THE COFFEE SHOP,519 E DAVIS ST,LULING,TX,78648,28,Y,MB854259,10/11/2013,,10/31/2017,$0,$0,$0,$0,$0
18205478672,"SHAY MCELROY'S IRISH PUB, INCORPORATED",909 TEXAS ST STE A,HOUSTON,TX,77002,101,1,SHAY MCELROY'S IRISH PUB,909 TEXAS ST # A,HOUSTON,TX,77002,101,Y,MB522776,10/04/2002,,10/31/2017,$41034,$1149,$37577,$0,$79760
32037929752,"HEAVEN HILL DISTILLERIES, INC.",PO BOX 729,BARDSTOWN,KY,40004,0,4,DEEP EDDY DISTILLING CO,150A PRECISION,BUDA,TX,78610,105,Y,D 981802,05/10/2017,,10/31/2017,$0,$0,$0,$0,$0
16512115888,"GUIDELINES, INC.",1706 ENCINO AVE,ALICE,TX,78332,125,2,BEAS,2341 N US HIGHWAY 281,ALICE,TX,78332,125,N,MB527190,04/01/2004,,10/31/2017,$11447,$0,$16474,$0,$27921
32040501499,"LUIGI'S, LLC",PO BOX 50036,MIDLAND,TX,79710,165,2,LUIGI'S ITALIAN RESTAURANT,111 N BIG SPRING ST,MIDLAND,TX,79701,165,Y,MB071115,04/05/2010,,10/31/2017,$1089,$8153,$1769,$0,$11011
32055932761,"PATRIZIO MCKINNEY AVE, LLC",4890 ALPHA RD STE 200,DALLAS,TX,75244,57,1,"PATRIZIO MCKINNEY AVE, LLC",3232 MCKINNEY AVE,DALLAS,TX,75204,57,Y,MB905261,04/21/2015,,10/31/2017,$0,$0,$0,$0,$0
12027359210,"FOUR LEAF VENTURES, LLC",7750 N MACARTHUR BLVD STE 120-220,IRVING,TX,75063,57,11,RODEO BAR,2141 S INTERNATIONAL PKWY,GRAPEVINE,TX,75261,220,Y,MB932372,01/20/2016,,10/31/2017,$27394,$4804,$31732,$0,$63930
32025589683,"BRC ALEDO PROPERTIES, LLC",120 S RANCH HOUSE RD,WILLOW PARK,TX,76008,184,1,RAILHEAD SMOKEHOUSE,120 S RANCH HOUSE RD,ALEDO,TX,76008,184,Y,RM660199,05/17/2007,,10/31/2017,$24763,$5050,$48083,$0,$77896
32042919152,"RESEARCH HOTEL PARTNERS, L.P.",1909 RESEARCH FOREST DR,SHENANDOAH,TX,77380,170,1,HYATT PLACE HOTEL,1909 RESEARCH FOREST DR,SHENANDOAH,TX,77380,170,N,MB860199,12/20/2013,,10/31/2017,$4642,$2170,$3152,$0,$9964
32049757175,"SHERMAN STONE CREEK GOLF CLUB, LLC",2200 CLUB HOUSE DR,SHERMAN,TX,75092,91,1,STONE CREEK GOLF CLUB,2200 CLUB HOUSE DR,SHERMAN,TX,75092,91,Y,RM834675,03/14/2013,,10/31/2017,$5703,$0,$0,$0,$5703
32059416274,T.H.E. CLUB,207 W ENNIS AVE,ENNIS,TX,75119,70,1,FINN MACCOOL'S,207 W ENNIS AVE,ENNIS,TX,75119,70,Y,N 958483,09/21/2016,,10/31/2017,$12765,$390,$10731,$0,$23886
32063946506,QUESO PAN Y VINO INC,302 LAVACA ST,SAN ANTONIO,TX,78210,15,1,QUESO PAN Y VINO,727 S ALAMO ST STE 100,SAN ANTONIO,TX,78205,15,Y,MB992122,08/22/2017,,10/31/2017,$0,$0,$0,$0,$0
10303743602,"GUAJOR, INC.",3205 HEMPHILL ST,FORT WORTH,TX,76110,220,2,LA PLAYA MAYA,3039 FORT WORTH HWY,HUDSON OAKS,TX,76087,184,Y,RM838154,08/01/2015,,10/31/2017,$10140,$749,$5426,$0,$16315
12047713305,"GA STEAKHOUSE, LLC",7600 ALABAMA ST,EL PASO,TX,79904,71,1,GREAT AMERICAN LAND & CATTLE CO,7600 ALABAMA ST,EL PASO,TX,79904,71,Y,MB636604,08/17/2006,,10/31/2017,$2853,$1888,$2612,$0,$7353
11342207468,"AYANDS, INC.",3205 HEMPHILL ST,FORT WORTH,TX,76110,220,1,LA PLAYA MAYA WEST SIDE,6209 SUNSET DR,FORT WORTH,TX,76116,220,Y,MB486714,01/01/2003,,10/31/2017,$11234,$1191,$3585,$0,$16010
32048587367,"FOSSIL CREEK HOSPITALITY GROUP, LLC",515 HOUSTON ST STE 800,FORT WORTH,TX,76102,220,1,"FOSSIL CREEK HOSPITALITY GROUP, LLC",5301 N RIVERSIDE DR,FORT WORTH,TX,76137,220,Y,RM943277,05/04/2016,,10/31/2017,$3580,$1057,$1894,$0,$6531
32037929752,"HEAVEN HILL DISTILLERIES, INC.",PO BOX 729,BARDSTOWN,KY,40004,0,2,DEEP EDDY DISTILLING CO,2250 E HIGHWAY 290,DRIPPING SPRINGS,TX,78620,105,Y,D 930667,12/29/2015,,10/31/2017,$57412,$0,$0,$0,$57412
17530454515,"WASABI INTERNATIONAL, INC.",1170 CORPORATE DR W STE 204,ARLINGTON,TX,76006,220,2,MIYAKO JAPANESE RESTAURANT,715 AUTUMN RIDGE DR STE 104,GRANBURY,TX,76048,111,Y,RM613588,11/07/2005,,10/31/2017,$5826,$4129,$3768,$0,$13723
