Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
12037335606,"STABLES CLUB HOUSE PRIVATE CLUB, INC.",10467 FM 740,FORNEY,TX,75126,129,1,THE STABLES,10467 FM 740,FORNEY,TX,75126,129,Y,N 617971,01/18/2006,,10/31/2017,$13320,$186,$11549,$0,$25055
17606516296,"BCR INTERESTS, L.P.",11403 COLD SPRING DR,HOUSTON,TX,77043,101,1,THE DERRICK TAVERN,1127 ELDRIDGE PKWY STE 600,HOUSTON,TX,77077,101,Y,MB494800,06/08/2001,,10/31/2017,$0,$0,$0,$0,$0
17519106748,PAPA CHON'S SPANISH INN INC.,2212 COLLEGE AVE,SNYDER,TX,79549,208,1,SPANISH-INN,2212 COLLEGE AVE,SNYDER,TX,79549,208,Y,MB777064,06/13/2011,,10/31/2017,$2368,$10,$2154,$0,$4532
17504179908,SHRINERS INTERNATIONAL - MASKAT SHRINERS,5101 HENRY S GRACE FWY,WICHITA FALLS,TX,76302,243,1,MASKAT SHRINE TEMPLE,5101 HENRY GRACE FRWY,WICHITA FALLS,TX,76302,243,Y,NE267191,07/08/1996,,10/31/2017,$305,$28,$1194,$0,$1527
32057409396,"THE HANGAR BAR PRIVATE CLUB, INC.",1215 INTERSTATE HIGHWAY 30,GREENVILLE,TX,75402,116,1,HANGAR BAR & GRILL,1215 INTERSTATE HIGHWAY 30,GREENVILLE,TX,75402,116,Y,N 921132,09/22/2015,,10/31/2017,$15436,$18,$12820,$0,$28274
32048011368,CHIXIN CORPORATION,4118 CRIMSON OAK CT,HOUSTON,TX,77059,101,1,MASA SUSHI JAPANESE RESTAURANT,1788 S FRIENDSWOOD DR,FRIENDSWOOD,TX,77546,84,Y,MB917793,08/18/2015,,10/31/2017,$4906,$6513,$3334,$0,$14753
32037652800,"LCRG MANAGEMENT, LLC",PO BOX 945,SOUTH HOUSTON,TX,77587,101,1,ROGER'S BAR & GRILL,1271 FM 518 RD E,LEAGUE CITY,TX,77573,84,Y,MB750195,06/14/2010,,10/31/2017,$0,$0,$0,$0,$0
12637979225,"EL TIZONCITO, LLC",11031 HILLCREST RD,DALLAS,TX,75230,57,4,EL TIZONCITO TAQUERIA,3628 FRANKFORD RD STE 205,DALLAS,TX,75287,61,Y,RM905040,04/17/2015,,10/31/2017,$4861,$0,$3793,$0,$8654
32041150981,"SHILO CLUB, INC.",10010 SENECA TRL,MAGNOLIA,TX,77354,170,1,SHILO CLUB,1321 STUDEWOOD ST,HOUSTON,TX,77008,101,Y,MB507441,04/15/2010,,10/31/2017,$29293,$609,$24295,$0,$54197
12016750544,"COMIDA RAPIDA TECNOLOGICA, L.L.C.",601 W HOUSTON AVE,MCALLEN,TX,78501,108,1,TACO PALENQUE,3020 N 10TH ST,MCALLEN,TX,78501,108,Y,MB570450,12/29/2004,,10/31/2017,$52,$0,$1510,$0,$1562
13521593965,"CAFE VIENNA, INC.",628 WATER OAK DR,PLANO,TX,75025,43,1,JORG'S CAFE VIENNA,1037 E 15TH ST,PLANO,TX,75074,43,Y,RM630706,06/15/2006,,10/31/2017,$967,$1871,$12522,$0,$15360
17605623119,"WILFIN, INC.",29803 LOOP 494,HUMBLE,TX,77339,101,1,MOLLY'S PUB,29803 LOOP 494,HUMBLE,TX,77339,170,Y,N 432291,06/15/1998,,10/31/2017,$36933,$592,$48112,$0,$85637
17525206466,"PATRIZIO RESTAURANT, INC.",4890 ALPHA RD STE 200,DALLAS,TX,75244,57,4,PATRIZIO'S RESTAURANT,4131 DEER CREEK STE 110,HIGHLAND VILLAGE,TX,75077,61,Y,RM667138,09/01/2009,,10/31/2017,$4644,$10866,$1239,$0,$16749
32038038116,HANAKI CORP.,6730 WINDING ROSE TRL,DALLAS,TX,75252,43,2,HANAKI JAPANESE CUISINE,3045 N BELT LINE RD,IRVING,TX,75062,57,Y,MB717779,03/23/2009,,10/31/2017,$39,$463,$553,$0,$1055
32047726883,"ITALIA EXPRESS CEDAR SPRINGS, LLC",7020 LAKE EDGE DR,DALLAS,TX,75230,57,1,ITALIA EXPRESS,4000 CEDAR SPRINGS RD STE A,DALLAS,TX,75219,57,Y,MB870488,04/25/2014,,10/31/2017,$0,$0,$0,$0,$0
17527164010,"CAFE JARDIN PARTNERS, L.P.",2501 N HARWOOD ST STE 1400,DALLAS,TX,75201,57,1,MARIE GABRIELLE'S,2728 N HARWOOD ST STE 160,DALLAS,TX,75201,57,Y,MB422730,12/10/1997,,10/31/2017,$33225,$51286,$7687,$0,$92198
32054621530,"MLT RESTAURANTS, LLC",303 ULEX AVE,MCALLEN,TX,78504,108,1,THE QUARTER NEW ORLEANS STYLE & TAP ROOM,100 E NOLANA AVE STE 155,MCALLEN,TX,78504,108,Y,MB823298,08/21/2014,,10/31/2017,$21120,$2004,$19857,$0,$42981
32056072484,"ARBOR HOTEL AND CONFERENCE CENTER, L.L.C.",6401 62ND ST,LUBBOCK,TX,79424,152,1,"ARBOR HOTEL AND CONFERENCE CENTER, LTD",6401 62ND ST,LUBBOCK,TX,79424,152,Y,MB940163,05/02/2016,,10/31/2017,$2165,$407,$1438,$0,$4010
32064060117,"BISTRO FOOD & BEVERAGE, INC.",8604 LOHR VALLEY RD,IRVING,TX,75063,57,1,CLARION HOTEL,4770 PLAZA DR,IRVING,TX,75063,57,Y,RM991693,08/17/2017,,10/31/2017,$0,$0,$0,$0,$0
12238780931,"P.N. INVESTMENTS, L.L.C.",416 CHARLESTON DR,VICTORIA,TX,77904,235,2,SKY RESTAURANT,236 FOSTER FIELD DR,VICTORIA,TX,77904,235,N,MB647928,12/29/2006,,10/31/2017,$3375,$1725,$1415,$0,$6515
17512954953,PERRYTON ELKS LODGE NO. 2368,PO BOX 625,PERRYTON,TX,79070,179,1,B P O E PERRYTON #2368,4 SW 9TH AVE,PERRYTON,TX,79070,179,Y,NE912345,07/01/2015,,10/31/2017,$1137,$20,$1650,$0,$2807
32063100765,Y & M FOODS INC,22698 SILVER MAPLE DR,CHANDLER,TX,75758,107,1,SAN PEDROS RESTAURANT,404 STATE HIGHWAY 31 E,CHANDLER,TX,75758,107,Y,RM984130,06/01/2017,,10/31/2017,$7664,$293,$4355,$0,$12312
12620105549,"J'ART INVESTMENTS, LLC",2180 C.R. 506,BRAZORIA,TX,77422,20,1,J'S ON MAIN STREET,8915 MAIN ST,NEEDVILLE,TX,77461,79,Y,MB710335,12/16/2008,,10/31/2017,$0,$0,$0,$0,$0
32043653396,"WB ARLINGTON, LLC",3410 W DOUGLAS ST,TAMPA,FL,33607,0,1,WORLD OF BEER,5005 S COOPER ST STE 183,ARLINGTON,TX,76017,220,Y,MB782769,08/18/2011,,10/31/2017,$9145,$1060,$44819,$0,$55024
17706202169,"J.R.'S STEAKHOUSE, L.L.C.",5400 STATE HIGHWAY 121,COLLEYVILLE,TX,76034,220,1,JR'S GRILL,5400 STATE HIGHWAY 121,COLLEYVILLE,TX,76034,220,Y,MB567307,10/20/2004,,10/31/2017,$23867,$30391,$5899,$0,$60157
32060200949,"CHRISTOPHER BEVERAGES, LLC",12918 SHOPS PKWY STE 600,BEE CAVE,TX,78738,227,1,SKY,214 BARTON SPRINGS RD STE 1922,AUSTIN,TX,78704,227,Y,MB948893,06/23/2016,,10/31/2017,$10831,$5299,$2632,$0,$18762
32051823717,"TP EDINBURG, LLC",601 W HOUSTON AVE,MCALLEN,TX,78501,108,1,TACO PALENQUE,409 E TRENTON RD,EDINBURG,TX,78539,108,Y,MB953895,08/09/2016,,10/31/2017,$290,$0,$1440,$0,$1730
32056505277,"ONE ENTERTAINMENT UPTOWN, L.L.C.",2908 MCKINNEY AVE,DALLAS,TX,75204,57,1,NEXT DOOR UPTOWN,2908 MCKINNEY AVE,DALLAS,TX,75204,57,Y,MB917652,08/17/2015,,10/31/2017,$78400,$365,$17206,$0,$95971
17460665072,"HENRY T. WASKOW POST NO. 4008, VETERANS OF FOREIGN",PO BOX 36,BELTON,TX,76513,14,2,HENRY WASKOW POST 4008 VFW,2311 S PEARL,BELTON,TX,76513,14,Y,NE066711,12/01/1993,,10/31/2017,$6826,$46,$8097,$0,$14969
32025672232,"SHOGUN IN PARIS, INC.",3044 OLD DENTON RD STE 300,CARROLLTON,TX,75007,61,1,SHOGUN JAPANESE STEAKHOUSE,3450 LAMAR AVE,PARIS,TX,75460,139,Y,RM849316,08/19/2013,,10/31/2017,$2206,$1568,$3009,$0,$6783
32040201900,"EL PASO HOUSE OF ROCK, LLC",295 W JOY DR,ANTHONY,NM,88021,0,1,EL PASO HOUSE OF ROCK,931 N RESLER DR STE 108,EL PASO,TX,79912,71,Y,MB739370,12/29/2009,,10/31/2017,$21395,$122,$24789,$0,$46306
17430183107,"RETIRED SURFER'S BAR, INC.",141 E HOPKINS ST,SAN MARCOS,TX,78666,105,1,STONEWALL WAREHOUSE/BARFISH LOUNGE,141 E HOPKINS ST,SAN MARCOS,TX,78666,105,Y,MB509041,02/19/2002,,10/31/2017,$50181,$685,$14273,$0,$65139
32056119483,Y'ALL DOWN HOME CAFE LLC,2000 S INTERSTATE 35 STE G1,ROUND ROCK,TX,78681,246,1,Y'ALL DOWN HOME CAFE,2000 S INTERSTATE 35 STE G1,ROUND ROCK,TX,78681,246,Y,MB994454,09/18/2017,,10/31/2017,$3037,$0,$0,$3037,$6074
17504369426,MIDLAND COUNTRY CLUB,PO BOX 52390,MIDLAND,TX,79710,165,3,MIDLAND COUNTRY CLUB,6101 N STATE HIGHWAY 349,MIDLAND,TX,79705,165,Y,MB152067,12/01/1993,,10/31/2017,$37218,$46145,$17878,$0,$101241
32060937946,ROCK HOUSE BTP LLC,13809 COUNTRY LAKE DR,AUSTIN,TX,78732,227,1,ROCK HOUSE BAR & TRAILER PARK,6900 RANCH ROAD 620 N,AUSTIN,TX,78732,227,Y,MB958243,09/20/2016,,10/31/2017,$0,$0,$0,$0,$0
32055645272,RGH HOLDINGS CORPORATION,1871 WESTLAKE DR,AUSTIN,TX,78746,227,1,TILLERY,3201 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,Y,MB941117,04/14/2016,,10/31/2017,$13472,$9327,$3007,$0,$25806
32041337257,"MYTHOS ENTERTAINMENT, LLC",2723 ELM ST,DALLAS,TX,75226,57,1,PUNK SOCIETY,2723 ELM ST,DALLAS,TX,75226,57,Y,MB750803,06/22/2010,,10/31/2017,$94383,$20245,$15739,$0,$130367
32058814289,"INVASION ICE HOUSE, LLC",823 DUMBLE ST,HOUSTON,TX,77023,101,1,LIL' DANNY SPEEDO'S GO FLY A KITE LOUNGE,823 DUMBLE ST,HOUSTON,TX,77023,101,Y,MB978113,04/05/2017,,10/31/2017,$21325,$128,$16622,$0,$38075
18000962805,DOUGLAS W HARRIS,976 COUNTY ROAD 202,BAY CITY,TX,77414,158,3,RICK'S,22760 FM 457,SARGENT,TX,77414,158,N,MB878814,12/01/2015,,10/31/2017,$7304,$104,$6576,$0,$13984
32039552982,PLATO LOCO CLUB,2520 OVILLA RD STE 400,RED OAK,TX,75154,70,1,PLATO LOCO,2520 OVILLA RD STE 400,RED OAK,TX,75154,70,Y,N 715716,02/26/2009,,10/31/2017,$556,$0,$264,$0,$820
17529660999,"TOURNAMENT PLAYERS CLUB AT CRAIG RANCH, L.P.",8000 COLLIN MCKINNEY PKWY,MCKINNEY,TX,75070,43,2,TOURNAMENT PLAYERS CLUB AT CRAIG RANCH,8000 COLLIN MCKINNEY PKWY,MCKINNEY,TX,75070,43,Y,RM565191,09/22/2004,,10/31/2017,$19236,$8100,$20153,$0,$47489
17429758075,RUM RUNNER PRESS INC.,300 COUNTY ROAD 139,HUTTO,TX,78634,246,2,RUM CENTRAL,1700 BRYANT DR STE 102,ROUND ROCK,TX,78664,246,Y,D 947566,06/14/2016,,10/31/2017,$0,$0,$0,$0,$0
12623573735,LONE STAR EATERY CLUB,2820 BOIS D ARC ST,COMMERCE,TX,75428,116,1,LONE STAR EATERY CLUB,2203 CULVER ST,COMMERCE,TX,75428,116,Y,N 692918,05/19/2008,,10/31/2017,$7436,$676,$9028,$0,$17140
32041581466,"PARK PLACE ENTERTAINMENT GROUP, LLC",360 NUECES ST APT 1013,AUSTIN,TX,78701,227,1,TRIFECTA ON 3RD,360 NUECES ST STE 30,AUSTIN,TX,78701,227,Y,MB754004,08/02/2010,,10/31/2017,$15325,$4515,$6298,$0,$26138
32061791391,"ATHENS BOATHOUSE RESTAURANT AT THE MARINA, LLC",5401 MARINA DR,ATHENS,TX,75752,107,1,ATHENS BOATHOUSE RESTAURANT,5401 FM 2495,ATHENS,TX,75752,107,Y,RM974426,03/01/2017,,10/31/2017,$0,$0,$0,$0,$0
32059887870,"RTDB, LLC",1601 S ALAMEDA ST,CORPUS CHRISTI,TX,78404,178,1,FLORIDIAN STAR CRUISES,96 PEOPLES STREET T HEAD BLVD,CORPUS CHRISTI,TX,78401,178,Y,MB955467,08/23/2016,,10/31/2017,$0,$0,$0,$0,$0
32062989192,RYANS BEVCO LLC,4401 LOOP 322,ABILENE,TX,79602,221,2,DRAKES YOKE WOOD & WINE,225 SHOPS BLVD STE 101,WILLOW PARK,TX,76008,184,Y,RM985290,09/13/2017,,10/31/2017,$0,$0,$0,$0,$0
32051602483,"ZARAGOZA HOTEL PARTNERS, L.L.C.",308 N PETERS RD STE 100,KNOXVILLE,TN,37922,0,1,COURTYARD BY MARRIOTT,12065 GATEWAY BLVD W,EL PASO,TX,79936,71,Y,MB960019,10/05/2016,,10/31/2017,$1053,$676,$1464,$0,$3193
32059371495,"QSS ENTERTAINMENT, LLC",2510 CHURCH ST APT 3,GALVESTON,TX,77550,84,1,SCOTTY'S PUB ON THE BAY,3202 MARINA BAY DR STE M,LEAGUE CITY,TX,77573,84,Y,MB945045,05/24/2016,,10/31/2017,$28800,$2331,$24338,$0,$55469
32044723289,ADJEVA LLC,1623 CRESCENT OAK DR,MISSOURI CITY,TX,77459,79,1,ANOTHER BROKEN EGG CAFE,118 VINTAGE PARK BLVD STE A,HOUSTON,TX,77070,101,Y,MB858296,11/26/2013,,10/31/2017,$6855,$11434,$0,$0,$18289
32062852499,"FRESH CUT, LLC",901 N ED CAREY DR,HARLINGEN,TX,78550,31,1,HIME SUSHI BAR & GRILL,901 N ED CAREY DR,HARLINGEN,TX,78550,31,Y,MB979748,04/25/2017,,10/31/2017,$2741,$1074,$1815,$0,$5630
32045160267,"FSW VENTURES, LLC",141 E HOPKINS ST,SAN MARCOS,TX,78666,105,1,BLACK RABBIT SALOON / SHADE ROOFTOP PATIO,127 E HOPKINS ST,SAN MARCOS,TX,78666,105,Y,MB801847,03/27/2012,,10/31/2017,$52820,$608,$22693,$0,$76121
32058787683,JESUS RODRIGUEZ,206 NE 10TH ST,BIG SPRING,TX,79720,114,1,CHANCES 'R',3604 W HIGHWAY 80,BIG SPRING,TX,79720,114,Y,MB990527,08/07/2017,,10/31/2017,$979,$0,$1299,$0,$2278
18000137549,BERRYHILL HOT TAMALES CORPORATION,5603 WILLERS WAY,HOUSTON,TX,77056,101,6,BERRYHILL BAJA GRILL,9595 SIX PINES RD STE 250,THE WOODLANDS,TX,77380,170,N,MB569824,12/07/2004,,10/31/2017,$13723,$751,$4537,$0,$19011
32045167692,"PARIS TIME FLIES SOCIAL CLUB, INC.",25 N MAIN ST,PARIS,TX,75460,139,1,TIME FLIES,25 N MAIN ST,PARIS,TX,75460,139,Y,N 790122,11/15/2011,,10/31/2017,$10771,$847,$5955,$0,$17573
32048614088,"CANE ROSSO SOUTHSIDE, LLC",1733 E LEVEE ST,DALLAS,TX,75207,57,1,IL CANE ROSSO,7328 GASTON AVE STE 100,DALLAS,TX,75214,57,Y,MB903258,03/31/2015,,10/31/2017,$9191,$20460,$14518,$0,$44169
32037335356,"MS & PS, L.L.C.",4800 N E ST,MCALLEN,TX,78504,108,1,BUFFALO WINGS & RINGS,907 S SHARY RD,MISSION,TX,78572,108,Y,MB735139,10/23/2009,,10/31/2017,$11310,$118,$30325,$0,$41753
32040077383,"BIG VERN'S STEAKHOUSE, INC.",PO BOX 151,SHAMROCK,TX,79079,242,1,BIG VERN'S STEAKHOUSE,200 E 12TH ST,SHAMROCK,TX,79079,242,Y,MB753247,07/22/2010,,10/31/2017,$2573,$1258,$4784,$0,$8615
32061459650,"LEGACY HALL BEVERAGE HOLDING, LLC",5151 BELT LINE RD STE 1200,DALLAS,TX,75254,57,1,LEGACY HALL,7800 WINDROSE AVE,PLANO,TX,75024,43,Y,RM995182,09/22/2017,,10/31/2017,$0,$0,$0,$0,$0
17528064961,"GOOD CHEF II, INC.",2105 W SOUTHLAKE BLVD STE 201,SOUTHLAKE,TX,76092,220,1,GOLDEN CHINA RESTAURANT,2105 W SOUTHLAKE BLVD STE 201,SOUTHLAKE,TX,76092,220,Y,MB492433,05/23/2001,,10/31/2017,$281,$491,$247,$0,$1019
17507622433,AMERICAN LEGION POST #12,5503 AMERICAN LEGION RD,TYLER,TX,75708,212,2,FAVRE BALDWIN POST #12 THE AMERICAN LEGION DEPT,1/4 MI E OF NNE LOOP 323 ON AMERICAN RD,TYLER,TX,75708,212,N,NE066220,12/01/1993,,10/31/2017,$18062,$179,$14676,$0,$32917
32050791980,INFERNOS GRUENE LLC,1198 GRUENE RD STE A,NEW BRAUNFELS,TX,78130,46,1,INFERNOS WOOD FIRED OVEN & SPIRITS,1198 GRUENE RD STE A,NEW BRAUNFELS,TX,78130,46,Y,MB847385,07/31/2013,,10/31/2017,$10856,$4923,$11747,$0,$27526
32050553240,"COTULLA HOSPITALITY, LLC",2300 SCHLUMBERGER ST,HOUSTON,TX,77023,101,1,"COTULLA HOSPITALITY, LLC",565 N INTERSTATE 35,COTULLA,TX,78014,142,Y,MB932986,01/26/2016,,10/31/2017,$325,$0,$761,$0,$1086
32049991592,"TWELVE STONES, LLC",1221 FLOWER MOUND RD STE 100,FLOWER MOUND,TX,75028,61,1,TWELVE STONES RESTAURANT,1221 FLOWER MOUND RD STE 100,FLOWER MOUND,TX,75028,61,Y,RM837962,04/18/2013,,10/31/2017,$0,$0,$0,$0,$0
17525282053,"JOSE' FUENTES CO., INC.",16816 DALLAS PKWY,DALLAS,TX,75248,57,1,GLORIA'S RESTAURANT,4140 LEMMON AVE,DALLAS,TX,75219,57,Y,MB252228,01/27/1995,,10/31/2017,$51643,$6419,$3819,$0,$61881
32059517378,"BAR & ENTERTAINMENT CONCEPTS, LLC",5600 SMU BLVD STE 120,DALLAS,TX,75206,43,1,SEVEN FIVE PATIO BAR,5600 SMU BLVD STE 120,DALLAS,TX,75206,57,Y,MB969834,01/23/2017,,10/31/2017,$26681,$971,$15846,$0,$43498
32050091647,"TAPAS CASTMLE BEVERAGE COMPANY, LLC.",425 BEDFORD ST,DALLAS,TX,75212,57,1,"CASA RUBIA BEVERAGE COMPANY, LLC",3011 GULDEN LN STE 116,DALLAS,TX,75212,57,Y,RM850704,09/05/2013,,10/31/2017,$0,$0,$0,$0,$0
32053230234,"WF INWOOD TAVERN, LLC",146 WESTCOTT ST STE 200,HOUSTON,TX,77007,101,1,INWOOD TAVERN,7717 INWOOD RD,DALLAS,TX,75209,57,Y,MB879767,07/31/2014,,10/31/2017,$89656,$4936,$47328,$0,$141920
32061724244,"IT'S A TRAP, LLC",8350 N CENTRAL EXPY STE 925,DALLAS,TX,75206,57,1,CANE ROSSO,3685 THE STAR BLVD STE 200,FRISCO,TX,75034,43,Y,RM983605,05/25/2017,,10/31/2017,$9763,$13224,$12532,$0,$35519
17528996758,"TANGLE RIDGE BAR & GRILL, INC.",818 TANGLE RIDGE DR,GRAND PRAIRIE,TX,75052,220,1,TANGLE RIDGE BAR & GRILL,818 TANGLE RIDGE DR,GRAND PRAIRIE,TX,75052,57,Y,MB258284,02/21/2001,,10/31/2017,$2691,$6,$10155,$0,$12852
32043917056,MINER OPPORTUNITIES LLC,3814 BENDERS LN,SPRING,TX,77386,170,1,ANOTHER BROKEN EGG CAFE,19075 INTERSTATE 45 S STE 102,SHENANDOAH,TX,77385,170,Y,MB793336,12/27/2011,,10/31/2017,$6022,$7837,$0,$0,$13859
17525206466,"PATRIZIO RESTAURANT, INC.",4890 ALPHA RD STE 200,DALLAS,TX,75244,57,1,PATRIZIO,25 HIGHLAND PARK VLG,HIGHLAND PARK,TX,75205,57,Y,MB210463,12/01/1996,,10/31/2017,$0,$0,$0,$0,$0
32058662167,RESTAURANT KUBOTA LLC,1901 PRESTON RD STE 1002,PLANO,TX,75093,43,1,WA KUBOTA,8448 PARKWOOD BLVD STE 700,PLANO,TX,75024,43,Y,RM972636,02/13/2017,,10/31/2017,$3986,$987,$2892,$0,$7865
32060283911,"BEER NATION, INC",29488 WOODWARD AVE STE 150,ROYAL OAK,MI,48073,0,1,BEER NATION,11681 WESTHEIMER RD,HOUSTON,TX,77077,101,Y,MB970235,01/25/2017,,10/31/2017,$0,$0,$0,$0,$0
17418424671,"RANCH RESTAURANTS, INC.",PO BOX 1056,FABENS,TX,79838,71,2,INDIAN CLIFFS STEAK HOUSE,4 1/2 MI N INTERSTATE 10,FABENS,TX,79838,71,N,MB086122,12/01/1993,,10/31/2017,$30814,$14467,$31531,$0,$76812
32008022512,JULIAN OCHOA,310 US HIGHWAY 175 W,ATHENS,TX,75751,107,4,OCHOA'S MEXICAN RESTAURANT,310 US HIGHWAY 175 W,ATHENS,TX,75751,107,Y,RM830572,02/05/2013,,10/31/2017,$6194,$124,$2677,$0,$8995
32058360960,SHACK ENTERPRISES INC MESQUITE,3330 EARHART DR STE 213,CARROLLTON,TX,75006,57,1,THE SHELL SHACK MESQUITE,1335 N PEACHTREE RD,MESQUITE,TX,75149,57,Y,RM942086,04/21/2016,,10/31/2017,$27842,$362,$13457,$0,$41661
32049087227,"CRAVINGS GRILL, LLC",1114 WAGON RD,WALLIS,TX,77485,79,1,FULSHEAR CITY GRILL,29615 FM 1093 RD STE 9,FULSHEAR,TX,77441,79,Y,MB878707,07/21/2014,,10/31/2017,$3325,$802,$4295,$0,$8422
32055686839,PAC SA NW BEVCO LLC,1775 HANCOCK ST STE 200,SAN DIEGO,CA,92110,0,1,HOLIDAY INN - SAN ANTONIO NW SEAWORLD,10135 STATE HIGHWAY 151,SAN ANTONIO,TX,78251,15,Y,MB899398,02/27/2015,,10/31/2017,$8723,$1353,$10650,$0,$20726
32057136817,"FUENTES BAYBROOK, LLC",16816 DALLAS PKWY,DALLAS,TX,75248,57,1,GLORIA'S,700 BAYBROOK MALL STE 44,FRIENDSWOOD,TX,77546,101,Y,MB945804,06/01/2016,,10/31/2017,$37416,$12063,$4382,$0,$53861
32043866493,"QUALITY FRANCHISE RESTAURANTS, LLC",5765 CEDAR GROVE CIR,PLANO,TX,75093,43,1,MELLOW MUSHROOM PIZZA BAKERS,2809 PRESTON RD STE 1200,FRISCO,TX,75034,43,Y,RM818157,08/28/2012,,10/31/2017,$0,$0,$0,$0,$0
30002739511,AMERICAN LEGION POST 579,3002 GUNSMOKE ST,SAN ANTONIO,TX,78227,15,2,AMERICAN LEGION POST 579,3002 GUNSMOKE ST,SAN ANTONIO,TX,78227,15,Y,NE093968,12/01/1993,,10/31/2017,$5934,$453,$10187,$0,$16574
12637545992,"MARINA BEVCO III, L.L.C.",37 MAZATLAN DR,ROCKPORT,TX,78382,4,2,GROG,39 MAZATLAN DR,ROCKPORT,TX,78382,4,Y,MB773433,09/01/2011,,10/31/2017,$0,$0,$0,$0,$0
32040166707,"OP CAMPUS MANAGEMENT, INC.",3819 MAPLE AVE,DALLAS,TX,75219,57,2,THE GREEN DRAGON,3889 MAPLE AVE,DALLAS,TX,75219,57,Y,MB898567,02/18/2015,,10/31/2017,$9355,$25784,$2468,$0,$37607
17525100024,SHORELINE RESTAURANT CORPORATION,309 E INTERSTATE 30,ROCKWALL,TX,75087,199,4,THE FATTED CALF,112 E RUSK ST,ROCKWALL,TX,75087,199,Y,RM814630,07/26/2012,,10/31/2017,$10085,$6414,$2272,$0,$18771
12736226106,POP A TOP PRIVATE CLUB,14800 FM 59,ATHENS,TX,75751,107,1,POP A TOP PRIVATE CLUB,14768 FM 59,ATHENS,TX,75751,107,N,N 786400,10/03/2011,,10/31/2017,$0,$0,$0,$0,$0
13646347297,VANDERLEI BERNARDI ET AL,201 W BAY AREA BLVD,WEBSTER,TX,77598,101,2,TRADICAO BRAZILIAN STEAKHOUSE,201 W BAY AREA BLVD,WEBSTER,TX,77598,101,Y,MB751937,07/06/2010,,10/31/2017,$4215,$7619,$915,$0,$12749
32053788314,BBQ 512 LLC,3414 MOUNT BONNELL CIR,AUSTIN,TX,78731,227,1,COOPER'S OLD TIME PIT BAR B QUE,217 CONGRESS AVE,AUSTIN,TX,78701,227,Y,MB891955,12/03/2014,,10/31/2017,$17752,$4971,$53524,$0,$76247
17526004274,"LAS RANITAS, INC.",325 E JEFFERSON BLVD,DALLAS,TX,75203,57,5,LOS SAPITOS Y LAS RANITAS,4200 SOUTH FWY STE 1715,FORT WORTH,TX,76115,220,Y,MB655584,03/28/2007,,10/31/2017,$6575,$0,$29655,$0,$36230
32056479911,"PVMR, INC.",4562 U S HIGHWAY 190 W,LIVINGSTON,TX,77351,187,1,PUEBLO VIEJO MEXICAN RESTAURANT,4562 U S HIGHWAY 190 W,LIVINGSTON,TX,77351,187,N,RM902747,03/26/2015,,10/31/2017,$44873,$0,$14744,$0,$59617
32043925992,"1011 MCGOWEN GROUP, LTD.",1505 ISABELLA ST,HOUSTON,TX,77004,101,1,MVSC-MONGOOSE VERSUS COBRA,1011 MCGOWEN ST,HOUSTON,TX,77002,101,Y,MB788866,10/28/2011,,10/31/2017,$29813,$1307,$13937,$0,$45057
12027979678,"MARKET SUSHI, INC",1300 MOUNT LARSON RD,AUSTIN,TX,78746,227,1,UNI SUSHI RESTAURANT,9595 SIX PINES RD STE 860,THE WOODLANDS,TX,77380,170,N,MB619534,02/08/2006,,10/31/2017,$15577,$23366,$7419,$0,$46362
32050129298,"STINGRAY GROUP, LLC",401 BEACH AVE,PORT ARANSAS,TX,78373,178,1,STINGRAY TAP HOUSE AND GRILL,401 BEACH AVE,PORT ARANSAS,TX,78373,178,Y,MB844836,06/27/2013,,10/31/2017,$14705,$2842,$21576,$0,$39123
32044165978,"MOLINA'S CANTINA TRES, INC.",1225 NORTH LOOP W STE 640,HOUSTON,TX,77008,101,1,MOLINA'S CANTINA,3801 BELLAIRE BLVD UNIT 140301,HOUSTON,TX,77025,101,Y,MB785688,09/23/2011,,10/31/2017,$67520,$7654,$8912,$0,$84086
32040309372,"MNB FOODS, INC.",3201 LOUISIANA ST STE 103,HOUSTON,TX,77006,101,1,PIOLA,3201 LOUISIANA ST STE 103,HOUSTON,TX,77006,101,Y,MB750677,06/18/2010,,10/31/2017,$5415,$9736,$5477,$0,$20628
32055985694,"OF RIGOR, LLC",PO BOX 684867,AUSTIN,TX,78768,227,1,THE ROOSEVELT ROOM & THE ELEANOR,307 W 5TH ST # 307B,AUSTIN,TX,78701,227,Y,MB911490,06/17/2015,,10/31/2017,$99082,$8288,$2514,$0,$109884
32040195052,"PENGUIN DOWNTOWN, LLC",1404 1/2 MAIN ST,DALLAS,TX,75202,57,1,O E PENGUIN,1404 1/2 MAIN ST,DALLAS,TX,75202,57,Y,MB754804,08/12/2010,,10/31/2017,$38267,$204,$21654,$0,$60125
