"MB609805    ","KENNY'S WOOD FIRED GRILL      ","5000 BELT LINE RD STE 775     ","ADDISON             ","TX","75254","057","          ","2017/08", 000010921.00
"MB128457    ","KOBE STEAKS                   ","5000 BELT LINE RD STE 600     ","ADDISON             ","TX","75254","057","          ","2017/08", 000002405.16
"MB878884    ","LA COMIDA                     ","5100 BELT LINE RD STE 796     ","ADDISON             ","TX","75254","057","          ","2017/08", 000002677.72
"MB157189    ","LAWRY'S THE PRIME RIB         ","14655 DALLAS PKWY             ","ADDISON             ","TX","75254","057","          ","2017/08", 000003515.69
"MB912890    ","LAZY DOG RESTAURANTS          ","5100 BELT LINE RD STE 500     ","ADDISON             ","TX","75240","057","          ","2017/08", 000006697.18
"MB433961    ","LEFTY'S                       ","4021 BELT LINE RD STE 101     ","ADDISON             ","TX","75001","057","          ","2017/08", 000002148.69
"MB463802    ","LOGIE'S ON BELTLINE           ","5290 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000005647.89
"MB677705    ","LOS LUPES RESTAURANT #2       ","3855 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000002426.47
"MB117965    ","MAGIC TIME MACHINE-ADDISON SCH","5003 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000001444.92
"MB860188    ","MARRIOTT QUORUM               ","14901 DALLAS PKWY             ","ADDISON             ","TX","75254","057","          ","2017/08", 000004659.64
"MB182931    ","MAY DRAGON                    ","4848 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000000255.13
"RM883509    ","MH CAFE                       ","3870 PONTE AVE STE 150        ","ADDISON             ","TX","75001","057","          ","2017/08", 000000973.71
"MB946308    ","MIDWAY POINT                  ","14831 MIDWAY RD STE 101       ","ADDISON             ","TX","75001","057","          ","2017/08", 000002699.89
"MB210547    ","MR. SUSHI                     ","4860 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000001191.99
"MB214175    ","NATE'S SEAFOOD & STEAK HOUSE  ","14951 MIDWAY RD               ","ADDISON             ","TX","75001","057","          ","2017/08", 000005003.09
"MB869633    ","NEIGHBORHOOD SERVICES         ","5100 BELT LINE RD STE 795     ","ADDISON             ","TX","75240","057","          ","2017/08", 000008619.34
"MB236634    ","OLIVE GARDEN OF TEXAS #1385   ","4240 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000001386.29
"MB756912    ","ON THE BORDER                 ","4855 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000002158.00
"MB238581    ","OUTBACK STEAKHOUSE            ","15180 ADDISON RD              ","ADDISON             ","TX","75001","057","          ","2017/08", 000001474.80
"MB130261    ","OYSTER'S                      ","4580 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000001784.34
"MB917477    ","PANEVINO OSTERIA              ","5000 BELT LINE RD STE 300     ","ADDISON             ","TX","75254","057","          ","2017/08", 000002436.99
"MB488522    ","PETES DUELING PIANOS          ","4980 BELT LINE RD STE 200     ","ADDISON             ","TX","75254","057","          ","2017/08", 000008403.94
"MB866021    ","PLUCKERS WING BAR             ","5100 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000005481.47
"MB931724    ","PUBLIC SCHOOL 972             ","14854 MONTFORT DR             ","ADDISON             ","TX","75254","057","          ","2017/08", 000007497.30
"MB888412    ","RA SUSHI                      ","5100 BELT LINE RD STE 216     ","ADDISON             ","TX","75254","057","          ","2017/08", 000003472.67
"MB895270    ","RADISSON HOTEL DALLAS NORTH - ","4960 ARAPAHO RD               ","ADDISON             ","TX","75001","057","          ","2017/08", 000000241.33
"MB918212    ","RIO MAMBO TEX MEX Y MAS       ","4021 BELT LINE RD STE 109     ","ADDISON             ","TX","75001","057","          ","2017/08", 000001419.59
"MB853874    ","SANABELS MEDITERRANEAN GRILL  ","15107 ADDISON RD              ","ADDISON             ","TX","75001","057","          ","2017/08", 000000755.76
"MB521436    ","SHERLOCK'S BAKER ST PUBLIC HOU","5100 BELT LINE RD STE 776     ","ADDISON             ","TX","75240","057","          ","2017/08", 000016557.77
"MB781476    ","SHUCK & JIVE MEMPHIS          ","5000 BELT LINE RD STE 500-53  ","ADDISON             ","TX","75254","057","          ","2017/08", 000008893.64
"MB903318    ","SNUFFER'S RESTAURANT & BAR - A","4180 BELT LINE RD STE 100     ","ADDISON             ","TX","75001","057","          ","2017/08", 000001676.54
"MB836734    ","SOCIAL HOUSE ADDISON          ","5100 BELT LINE RD STE 410     ","ADDISON             ","TX","75254","057","          ","2017/08", 000009319.23
"MB435677    ","SOHO FOOD AND JAZZ            ","5290 BELT LINE RD STE 102B    ","ADDISON             ","TX","75254","057","          ","2017/08", 000001876.06
"MB927523    ","STADIUM CAFE                  ","4872 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000003139.75
"MB922402    ","STONE TRIAL                   ","14833 MIDWAY RD STE 105       ","ADDISON             ","TX","75001","057","          ","2017/08", 000003943.68
"MB866383    ","TABLE 13                      ","4812 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000004574.35
"MB870363    ","TACO BORRACHO                 ","5004 ADDISON CIR              ","ADDISON             ","TX","75001","057","          ","2017/07", 000000960.17
"MB746456    ","TACO DINER                    ","4933 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000002627.53
"MB902521    ","TAQUERIA LA VENTANA - ADDISION","4180 BELT LINE RD STE 200     ","ADDISON             ","TX","75001","057","          ","2017/08", 000002444.76
"MB958891    ","TB BEVCO LLC                  ","15207 ADDISON RD              ","ADDISON             ","TX","75001","057","          ","2017/08", 000000000.00
"MB578481    ","TEXAS DE BRAZIL               ","15101 ADDISON RD              ","ADDISON             ","TX","75001","057","          ","2017/08", 000002777.95
"MB895829    ","TGI FRIDAYS #552              ","4951 BELT LINE RD             ","ADDISON             ","TX","75254","057","          ","2017/08", 000004387.89
"MB838489    ","THE ADDISON ICE HOUSE         ","3875 PONTE AVE                ","ADDISON             ","TX","75001","057","          ","2017/08", 000003592.13
"MB747724    ","THE ADDISON POINT BAR & GRILL ","4578 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000004622.93
"MB738621    ","THE BACK NINE                 ","4060 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000008184.58
"MB839346    ","THE HUB_RON'S PLACE           ","4145 BELT LINE RD STE 200     ","ADDISON             ","TX","75001","057","          ","2017/08", 000006712.86
"MB474826    ","THE IMPROVISATION THE IMPOV   ","4980 BELT LINE RD STE 250     ","ADDISON             ","TX","75254","057","          ","2017/08", 000003672.47
"MB798312    ","THE LION AND CROWN            ","5001 ADDISON CIR              ","ADDISON             ","TX","75001","057","          ","2017/08", 000002945.78
"MB570614    ","THE LONDONER                  ","14930 MIDWAY RD               ","ADDISON             ","TX","75001","057","          ","2017/08", 000008108.67
"MB838624    ","THE MELTING POT               ","4900 BELT LINE RD STE 200     ","ADDISON             ","TX","75254","057","          ","2017/07", 000001147.10
"MB838624    ","THE MELTING POT               ","4900 BELT LINE RD STE 200     ","ADDISON             ","TX","75254","057","          ","2017/08", 000000603.20
"MB472768    ","THE MUCKY DUCK                ","5064 ADDISON CIR              ","ADDISON             ","TX","75001","057","          ","2017/08", 000004956.45
"MB577807    ","THE QUARTER BAR & GRILL       ","15201 ADDISON RD              ","ADDISON             ","TX","75001","057","          ","2017/08", 000004278.62
"MB613353    ","THE SAFFRON HOUSE             ","5100 BELT LINE RD STE 728     ","ADDISON             ","TX","75240","057","          ","2017/08", 000000064.58
"MB430241    ","TOKYO CAFE                    ","4350 BELT LINE RD             ","ADDISON             ","TX","75001","057","          ","2017/08", 000000327.63
"MB715544    ","TWIN PEAKS RESTAURANT         ","5260 BELT LINE RD             ","ADDISON             ","TX","75240","057","          ","2017/08", 000012604.24
"MB884663    ","UNION PARK                    ","5076 ADDISON CIR              ","ADDISON             ","TX","75001","057","          ","2017/07", 000002795.50
